genres,title
"['Horror', 'Science Fiction', 'Thriller']",Headspace
['Comedy'],Island of Love
['Comedy'],Let Go
"['Horror', 'Thriller']",Resurrection County
"['Drama', 'Horror', 'Action', 'Thriller']",Remains
"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Stolen Identity
['Horror'],Devil Seed
"['Horror', 'Mystery', 'Science Fiction', 'Thriller']",The Dark Hour
['Western'],Arizona Colt
"['Crime', 'Mystery']",The Phantom of Crestwood
['Drama'],The Red Kimona
"['History', 'Adventure']",The Warrior Empress
['Drama'],Trade Winds
['Drama'],True Women
['Drama'],Vanessa: Her Love Story
"['Mystery', 'Horror']",Witchboard 2: The Devil's Doorway
"['Drama', 'Comedy', 'Romance', 'Foreign']",My Little Bride
['Drama'],Young Bride
['Drama'],White Rabbit
"['Horror', 'Thriller', 'Mystery']",The Silenced
['Drama'],Alice in Earnestland
"['Crime', 'Drama']",The Classified File
"['Crime', 'Action']",Helios
"['Comedy', 'Action']",Hollywood Adventures
"['Thriller', 'Drama', 'Mystery']",Hush Little Baby
"['History', 'Drama', 'Family']",Full Out
"['Action', 'Crime', 'Drama', 'Foreign']",Apaharan
"['Drama', 'Family', 'Romance']",Bangalore Days
"['Comedy', 'Romance']",Ohm Shanthi Oshaana
"['Crime', 'Thriller']",Baazigar
"['Romance', 'Drama']",Alaipayuthey
"['Drama', 'Comedy', 'Foreign']",The Dirty Picture
['Comedy'],Garam Masala
['Comedy'],Chup Chup Ke
"['Drama', 'Comedy', 'Romance', 'Foreign']",Dulhe Raja
"['Drama', 'Comedy', 'Thriller', 'Romance']",Vaaranam Aayiram
"['Drama', 'Romance', 'Foreign']",Vedam
"['Action', 'Animation', 'Comedy', 'Fantasy']",Little Witch Academia
['Documentary'],A Small Act
"['Animation', 'War']",Cat Shit One
"['Adventure', 'Animation']",Rabbit and Deer
['Documentary'],"Arab Cortege, Geneva"
['Drama'],1001 Grams
"['Drama', 'Fantasy']",Cemetery of Splendour
"['Adventure', 'Drama', 'Science Fiction']",Crumbs
['Drama'],Much Loved
"['Action', 'Crime', 'Drama', 'Thriller']",Tiger House
['Comedy'],The Tyrannical Father
['Comedy'],Courtyard of the Ballads
"['Drama', 'Romance', 'Comedy']",Star
"['Drama', 'Science Fiction', 'Thriller']",The Quiet Hour
"['Romance', 'Drama']",Everything Before Us
['Thriller'],The Idealist
"['Drama', 'Thriller']",I Am Here
"['Drama', 'Romance']",The Legend of Paul and Paula
['Western'],Desolation Canyon
['Drama'],Nana
['Western'],Cemetery Without Crosses
"['History', 'Drama']",L'Oranais
['Drama'],French Blood
['Fantasy'],Arthur & Merlin
"['Mystery', 'Thriller', 'Horror']",Breaking Dawn
"['Mystery', 'Thriller']",The Lady in the Car with Glasses and a Gun
"['Romance', 'Comedy']",The 10 Year Plan
['Comedy'],The Slurb
['Comedy'],Distractions
"['Fantasy', 'Family']",Snow-White and Rose-Red
"['Action', 'Adventure', 'Crime', 'Drama']",Essex Boys: Law of Survival
"['Action', 'Drama', 'Crime']",Blastfighter
['Horror'],A Christmas Horror Story
"['Romance', 'Drama']",Sissi: The Fateful Years of an Empress
"['Comedy', 'Drama', 'Romance']",Sissi
['Horror'],Evil Ed
"['Horror', 'Mystery', 'Thriller']",RangiTaranga
"['Action', 'Thriller', 'Science Fiction']",Robot Wars
"['Action', 'Adventure', 'Science Fiction']",Robo Warriors
"['Horror', 'Action', 'Science Fiction', 'Thriller']",Laserblast
['Horror'],Spookies
"['Horror', 'Science Fiction']",Nightbeast
['Comedy'],Vaya con Dios
['Documentary'],The Thread
"['Crime', 'Drama', 'Action', 'Thriller', 'Mystery']",Certain Prey
"['Comedy', 'Crime', 'Thriller']",Life Eternal
['Comedy'],7 Chinese Brothers
['Drama'],Beautiful Days
['Drama'],To New Shores
['Drama'],Virgin Mountain
"['Horror', 'Drama']",From The Depths of My Heart
['Documentary'],Antarctica: Ice & Sky
"['Horror', 'Action']",Navy Seals vs. Zombies
['Comedy'],The Laundryman
['Family'],A Bell for Ursli
['Drama'],Bringing Ashley Home
"['Documentary', 'Drama', 'Romance']",Sleepless In New York
['Drama'],Mediterranea
['Drama'],The Club
"['War', 'Drama']",Alias Maria
"['Animation', 'Comedy', 'Family']",Hotel Transylvania 2
"['Thriller', 'Horror']",Hidden
['Crime'],Anti-Social
"['Romance', 'Drama']",The Goob
"['Drama', 'Comedy']",The Beat Beneath My Feet
"['Drama', 'Family']",A Horse for Summer
['Drama'],From the Head
"['Thriller', 'Mystery']",Solitary
['Drama'],Triple Dare
"['Music', 'Documentary']",Don't Think I've Forgotten: Cambodia's Lost Rock and Roll
"['Drama', 'Music']",Tim Maia
"['Comedy', 'Mystery']",Now You See It...
"['Comedy', 'Family', 'Music', 'TV Movie']",Stuck in the Suburbs
"['Drama', 'Comedy', 'Romance']",Jump In!
"['Comedy', 'Family']",Winning London
"['TV Movie', 'Comedy', 'Science Fiction', 'Family', 'Adventure']",Minutemen
"['Comedy', 'Drama', 'Romance']",30 Days Until I'm Famous
"['Music', 'Comedy', 'Drama']",2gether
"['Comedy', 'Drama', 'Romance']",Too Young to Marry
"['Thriller', 'Drama', 'Mystery']",Fish & Cat
['Drama'],When Day Breaks
['Thriller'],Dark Blood
"['Family', 'Adventure']",Oddball
"['Adventure', 'Family', 'Action', 'Science Fiction', 'Comedy']",Jett Jackson: The Movie
"['Action', 'Drama', 'History']",Snapphanar
['Music'],RUSH: Time Machine
"['Drama', 'Romance']",Don't Look Down
['Comedy'],Sheila Levine is Dead and Living in New York
"['Music', 'Documentary']",Daft Punk Unchained
['Horror'],Chilling Visions: 5 Senses of Fear
['Family'],An American Girl: Saige Paints the Sky
"['Crime', 'Thriller']",Crawl
"['Comedy', 'Romance']",Godfather
['Drama'],Varalaru
['Horror'],Mansion of the Doomed
"['Mystery', 'Romance']",Murder in the Private Car
['Thriller'],Necessary Evil
['Music'],Something to Shout About
"['Comedy', 'Drama']",Sparrows Can't Sing
"['Comedy', 'Drama', 'Romance']",There's Always Vanilla
['Drama'],Sunrise
"['Drama', 'Foreign', 'Romance']",Silsila
['Drama'],Wild Life
"['Drama', 'Mystery', 'Thriller']",The Silk Express
['Drama'],"To Sir, with Love II"
"['Action', 'Crime']",Black Eye
['Drama'],Blow for Blow
"['Horror', 'Science Fiction']",The Horror of Frankenstein
"['Drama', 'Romance']",Immoral Tales
['Drama'],One of Us
"['Horror', 'Comedy']",I Didn't Come Here to Die
"['Science Fiction', 'Action', 'Horror']",Tremors 5: Bloodlines
"['Drama', 'Family']",Double Teamed
['Drama'],Horse Sense
"['Romance', 'Drama']",Freeheld
['Drama'],An Open Heart
['Documentary'],If You Build It
['Documentary'],Dark Star: HR Giger’s World
"['Crime', 'Drama']",Red Passport
['Documentary'],Food Chains
"['Thriller', 'Mystery', 'Science Fiction']",Narcopolis
"['Drama', 'Romance', 'Comedy']",Ashby
"['Western', 'Action', 'Thriller']",4Got10
"['Crime', 'Drama']",Lucky Luciano
"['Crime', 'Drama']",Dheepan
['Documentary'],The Forecaster
"['History', 'Documentary']",Ronaldo
['Documentary'],Svend
['Documentary'],Land of Dreams
['Western'],A Dollar Between the Teeth
['Western'],"A Man, a Horse, a Gun"
['Documentary'],Marlene
['Drama'],Tales from the Vienna Woods
"['Comedy', 'Fantasy', 'Romance']","Liza, the Fox-Fairy"
"['Family', 'Comedy']",Get Santa
['Comedy'],Il nome del figlio
"['History', 'Drama']",The Cut
['Comedy'],The Jackpot
['Crime'],Gambling House
['Music'],The Work of Director Jonathan Glazer
"['Crime', 'Drama']","Faster, Faster"
['Action'],Beyond the Mask
"['Animation', 'Adventure', 'Comedy', 'Action', 'Family']",Sly Cooper
"['Action', 'Comedy', 'Fantasy', 'Science Fiction']",Iron Sky: The Coming Race
['Thriller'],Salt and Fire
"['Drama', 'History', 'Crime', 'Thriller']",The Clan
['Horror'],Bikini Girls on Ice
"['Documentary', 'Music']",Glen Campbell: I'll Be Me
"['Action', 'Adventure', 'Foreign']",Killer Darts
"['Adventure', 'Drama']",Nanga Parbat
"['Thriller', 'Drama']",Bridge of Spies
['Comedy'],Pitch Perfect 3
"['History', 'Music']",Les Misérables in Concert - The 25th Anniversary
"['Adventure', 'Family']",The Lost Medallion: The Adventures of Billy Stone
"['Crime', 'Thriller']",If I Die Before I Wake
['Drama'],A Tale of Love and Darkness
['Drama'],Blood of My Blood
"['War', 'Drama']",Hyena Road
['Comedy'],My Internship in Canada
"['Drama', 'Romance', 'Thriller']","Gone, But Not Forgotten"
['Comedy'],Honey and the Pig
"['Drama', 'Mystery', 'Thriller']",Amnesia: The James Brighton Enigma
['Drama'],2
"['Romance', 'Drama', 'Family']",A Ring of Endless Light
"['Comedy', 'Science Fiction']",Attack of the 60 Foot Centerfold
"['Drama', 'Romance', 'TV Movie']",Jodi Arias: Dirty Little Secret
"['Action', 'Drama', 'Thriller']",Moscow Heat
"['Family', 'Fantasy', 'Drama', 'Comedy']",Manam
['Animation'],Mune: Guardian of the Moon
['Documentary'],Directed by Sidney Lumet: How the Devil Was Made
"['Crime', 'Drama', 'Mystery', 'Thriller']",A Bigger Splash
['Drama'],The Sun's Burial
['Action'],Good-for-Nothing
['Drama'],El pico 2
"['Action', 'Comedy', 'Crime']",Argo 2
"['Thriller', 'Drama', 'Mystery']",The Great Hypnotist
['Drama'],Where Hope Grows
"['Comedy', 'Horror']",Ghost Writer
['Documentary'],Numbered
"['Thriller', 'Action', 'Crime']",6 Ways to Die
"['Action', 'Horror', 'Thriller']",Into the Grizzly Maze
"['War', 'Family', 'Drama']",Secrets of War
['Documentary'],Where to Invade Next
['Comedy'],Pitbullterje
['Horror'],Cell 213
"['Thriller', 'Drama', 'Mystery']",The Dead Will Tell
"['TV Movie', 'Crime', 'Drama']",The Hunt for the BTK Killer
"['Family', 'Comedy']",Karachi se Lahore
"['Comedy', 'Romance', 'Drama']",The Pleasure Is All Mine
['Documentary'],Human
"['Comedy', 'Romance']",Eisenstein in Guanajuato
['Documentary'],The Pearl Button
"['Drama', 'Adventure']",Sleeping Giant
"['Drama', 'Comedy']",Chasuke's Journey
"['Comedy', 'Drama']",Lulu in the Nude
['Drama'],Roukli
"['Romance', 'Drama']",Mountains May Depart
['Documentary'],"Tent City, U.S.A"
"['Music', 'Documentary']",Rainbow Bridge
"['Drama', 'Music', 'Romance']",The Phantom of the Opera at the Royal Albert Hall
['Drama'],The Indian
"['Thriller', 'Horror']",The Hoarder
['Comedy'],American Beach House
"['Comedy', 'Crime', 'Fantasy', 'Horror', 'Thriller']",L.A. Slasher
"['Thriller', 'Action']",Swat: Unit 887
['Horror'],Zombie Killers: Elephant's Graveyard
"['History', 'Drama']",A Prayer for Rain
['Documentary'],Private Practices: The Story of a Sex Surrogate
"['Action', 'Thriller', 'Science Fiction']",Fuga de cerebros 2
"['Drama', 'Comedy']",Say Uncle
['Comedy'],Nous York
"['Drama', 'Thriller']",Nobel's Last Will
"['Drama', 'TV Movie']",Born Innocent
"['Drama', 'Thriller']",Coin Locker Girl
"['Romance', 'Comedy', 'Music']",I'll Get By
['Drama'],The Empty Canvas
"['Drama', 'Action', 'Thriller', 'Foreign', 'Crime']",How to Kill a Judge
"['Drama', 'History']",Lenin: The Train
"['Comedy', 'Romance']",A Complicated Girl
"['Drama', 'Crime']",The Day of the Owl
"['Crime', 'Drama']",The Most Beautiful Wife
['Comedy'],Playing Dead
"['Thriller', 'Drama']",Road to Paloma
['Documentary'],The True Meaning of Pictures: Shelby Lee Adams' Appalachia
['Comedy'],Carry On Jack
"['Drama', 'Crime', 'Thriller']",An Inspector Calls
['Drama'],La libertad
['Comedy'],Rossini
['Comedy'],Kokowaah 2
['Drama'],Simshar
"['Action', 'Science Fiction']",Total Reality
['Family'],The Adventures of Mickey Matson and the Copperhead Conspiracy
['Drama'],The Taste of Money
['Comedy'],Laura Lansing Slept Here
['Horror'],Mark of the Witch
['Horror'],Schoolgirls in Chains
['Horror'],Criminally Insane
['Horror'],Criminally Insane 2
"['Drama', 'Comedy']",The Student Body
"['Mystery', 'Romance', 'Comedy', 'Crime', 'Drama']",Buttwhistle
"['Romance', 'Drama']",The Secret Lives of Second Wives
"['Thriller', 'Horror', 'Comedy']",Cruel World
['Drama'],Mia Madre
"['Crime', 'Comedy']",The Parole Officer
"['Comedy', 'Romance']",Meet Market
['Documentary'],Speaking of Bunuel
['Drama'],La notte brava
['Drama'],Il bell'Antonio
['Drama'],La viaccia
"['Adventure', 'Romance']",Mademoiselle de Maupin
"['Crime', 'Comedy', 'Drama']",The Bishop's Bedroom
['Comedy'],Good King Dagobert
['Comedy'],Madman at War
['Comedy'],Il commissario Lo Gatto
['Comedy'],Normal Young Man
"['Drama', 'Comedy']",The Priest's Wife
"['Mystery', 'Comedy']",In the Name of the Italian People
"['Drama', 'Comedy']",The Tiger and the Pussycat
"['Romance', 'Comedy']",Scandal in Sorrento
['Comedy'],Love and Larceny
['Comedy'],La Marcia Su Roma
['Comedy'],Il successo
['Comedy'],The Monsters
['Comedy'],Faustina
"['Comedy', 'Drama', 'Mystery']","Hail, Caesar!"
['Science Fiction'],2103: The Deadly Wake
"['Comedy', 'Romance']",Miss Conception
"['Romance', 'Comedy']",Beauty & the Briefcase
"['Comedy', 'Romance']",The Perfect Date
"['Family', 'Drama', 'Romance', 'TV Movie']",Cayman Went
"['Thriller', 'Horror', 'Fantasy']",Nightmare Detective
['Drama'],Treading Water
"['Action', 'Adventure', 'Thriller']",Hunt to Kill
"['Thriller', 'Action', 'Drama']",Operator
['Drama'],Noble
['Comedy'],Break Point
"['Action', 'Adventure', 'Animation', 'Family']",LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!
"['Music', 'Documentary']",Salad Days
"['Documentary', 'Music']",Mavis!
['Documentary'],How To Change The World
"['Animation', 'Comedy']",Saint Young Men
"['Action', 'Drama', 'Crime']",Bonnie's Kids
"['Action', 'Crime', 'Drama']",iNumber Number
"['Drama', 'Thriller']",Dead Before Dawn
"['Drama', 'Family', 'Adventure']","Namu, the Killer Whale"
"['Drama', 'Crime']",Affair in Havana
['Horror'],Don't Look Up
['Comedy'],"Elmer, The Great"
['Comedy'],Look Who's Back
['Drama'],Just Another Girl on the I.R.T.
['Comedy'],McHale's Navy Joins the Air Force
['Horror'],Sleepaway Camp IV: The Survivor
"['Comedy', 'Romance']",Storm in a Teacup
['Documentary'],The Decline of Western Civilization Part III
"['Action', 'Thriller']",The Hitcher II: I've Been Waiting
"['Documentary', 'History', 'War']",The Life and Times of Rosie the Riveter
"['Romance', 'Comedy']",The Marriage Chronicles
['Drama'],Something About Amelia
['Comedy'],"Connasse, Princesse des cœurs"
"['Adventure', 'Drama']",Territory
"['Music', 'Documentary']",Junun
['Documentary'],Call Me Lucky
"['Horror', 'Thriller']",Blood Punch
"['Horror', 'Thriller']",Eaters
"['Science Fiction', 'Horror']",June
['Documentary'],Code Rush
"['Drama', 'Crime']",Torino nera
"['Thriller', 'Horror']",The House of the Yellow Carpet
['Drama'],Love and Anger
"['Drama', 'Crime']",The Violent Four
['Western'],Kill and Pray
['Comedy'],It's a Hard Life
"['History', 'Drama']",Hotel Meina
"['Drama', 'War']",Attention! Bandits!
"['Horror', 'Science Fiction', 'Thriller']",The Hive
"['Drama', 'Music', 'Comedy']",Billy Elliot: The Musical
"['Comedy', 'Family']",Ready? OK!
['Drama'],The Eternal Rainbow
['Documentary'],TimeScapes
['Documentary'],Peace Officer
"['Comedy', 'Romance']",All About Them
['Drama'],Difret
['Horror'],Deep Dark
['Action'],"Honeybaby, Honeybaby"
"['Comedy', 'Drama', 'Thriller']",Dirty O'Neil
"['Action', 'Thriller', 'Crime']",Fighting Back
['Drama'],The Party Never Stops: Diary of a Binge Drinker
"['Horror', 'Thriller']",The Blackcoat's Daughter
"['Thriller', 'Drama', 'Romance']",Hacker's Game
"['Drama', 'Action', 'Crime']",SPL 2: A Time for Consequences
"['Thriller', 'Horror']",The Inhabitants
['Documentary'],2084
"['Crime', 'Drama', 'Thriller']",The Narrows
"['Horror', 'Science Fiction']",Re-Kill
"['Documentary', 'Music']",Keith Richards: Under the Influence
"['Action', 'Family']",Catch That Girl
"['Drama', 'Comedy']",The Student and Mister Henri
['Drama'],Standing Tall
['Documentary'],Just Eat It: A Food Waste Story
"['Action', 'Crime', 'Thriller']",Running Wild
"['Fantasy', 'Adventure', 'Comedy']",Invisible Sister
"['Foreign', 'Comedy', 'Drama']",Chez Nous
['Comedy'],Bros Before Hos
"['Fantasy', 'Horror']",Baskin
"['Music', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']",Patch Town
"['Science Fiction', 'Thriller']",ABE
"['Crime', 'Adventure']",Scarlet Eye
"['Crime', 'Drama']","Am Tag, als der Regen kam"
['Thriller'],Screaming Mimi
"['Romance', 'Comedy', 'Action']",Paris Holiday
"['Comedy', 'Drama', 'Romance']",Girl with a Suitcase
['Documentary'],Mediastan
"['Drama', 'Comedy', 'Thriller', 'Foreign']",Bad Day to Go Fishing
"['Thriller', 'Comedy', 'Crime', 'Drama']",Running Turtle
"['Crime', 'Comedy']",Tazza: The High Rollers
"['Comedy', 'Action', 'Thriller']",Big Match
"['Romance', 'Comedy']",Slow Learners
"['Thriller', 'Action', 'Crime']",The Con Artists
"['Thriller', 'Horror']",Nightlight
['Horror'],Mockingbird
"['Comedy', 'Drama']",Preggoland
['Thriller'],Blackwood
"['Thriller', 'Action']",The Target
"['Romance', 'Action', 'Drama']",Brotherhood of Blades
"['Action', 'Thriller']",2000 AD
"['Horror', 'Drama']",4bia
"['Drama', 'Horror', 'Thriller']",5150 Elm's Way
['Action'],A Good Man
['Horror'],A Slit-Mouthed Woman
"['Action', 'Drama', 'Thriller']",Another Public Enemy
['Horror'],APT.
"['Drama', 'Family', 'Fantasy']",Avalon High
"['Drama', 'Action']",As the Light Goes Out
"['Drama', 'Action', 'Thriller']",Commitment
"['Crime', 'Drama']",Lethal Hostage
"['Drama', 'Comedy', 'History']",Battlefield Heroes
"['Horror', 'Thriller']",Black House
['Action'],The Beast Stalker
"['Action', 'Drama']",Fallen City
['Action'],Never to Lose
['Action'],Explosive City
"['Crime', 'Drama']",Colour of the Loyalty
"['Action', 'Comedy']",Officer of the Year
"['Action', 'Crime']",Mr. Socrates
"['Adventure', 'Action', 'Comedy', 'Foreign']",Once Upon a Time
"['Drama', 'Mystery', 'Thriller']",Hanbando
['Comedy'],Poker King
"['Action', 'Comedy', 'Crime']",Once a Gangster
['Horror'],Kotsutsubo
"['Action', 'Thriller', 'Foreign']",Troubleshooter
"['Action', 'Adventure', 'Crime', 'Drama', 'Foreign']",Righteous Ties
['Action'],Wu Dang
"['Action', 'Drama']",The Tower
"['Fantasy', 'Adventure', 'Drama']",Under the Mountain
"['Fantasy', 'Action', 'Horror']",The Wrath Of Vajra
"['History', 'Drama', 'Action', 'War']",The Lost Bladesman
"['Drama', 'Romance', 'Foreign']",The Millionaire Tour
"['Comedy', 'Thriller', 'Science Fiction']",The Midnight After
"['Crime', 'Thriller']",The Unjust
"['Action', 'Crime']",Triad Wars
"['Adventure', 'Action', 'Comedy', 'Science Fiction']",The Twins Effect II
"['Action', 'Thriller', 'Mystery']",Triple Tap
"['Action', 'Drama', 'Mystery', 'Crime']",The White Storm
"['Action', 'Drama']",The Sword with No Name
['Mystery'],The Gifted Hands
"['Science Fiction', 'Fantasy']",11 A.M.
"['Thriller', 'Drama']",Voice of a Murderer
"['Action', 'Drama']",The Fatal Encounter
['Comedy'],Jim Jefferies: Contraband
"['Drama', 'Action', 'Thriller', 'Foreign']",The Robbers
"['Action', 'Comedy']",The Underdog Knight
"['Foreign', 'Horror', 'Thriller']",When Night Falls
"['Action', 'Crime', 'Drama', 'Family', 'Foreign', 'Thriller']",Turning Point
['Action'],Underdog Knight 2
"['Crime', 'Thriller', 'Action']",Undercover
"['Action', 'Thriller']",Hwayi: A Monster Boy
"['Action', 'Crime', 'Foreign']",Dragon Squad
"['Action', 'Crime', 'Thriller']",For the Emperor
"['Action', 'Foreign', 'Drama']",Fists of Legend
"['Thriller', 'Foreign']",The Daisy Chain
"['Comedy', 'Western']",Lucky Luke
"['Drama', 'Horror', 'Thriller']",Solstice
"['Comedy', 'Romance']",Table for Three
['Thriller'],Headhunter
"['Action', 'Drama']",Kundo: Age of the Rampant
"['Comedy', 'Drama']",Straight A's
"['Foreign', 'Drama']",Crying Fist
"['Action', 'Romance', 'Crime']",Hindsight
['Horror'],Bunshinsaba: Ouija Board
"['Action', 'Comedy']",House of Fury
"['Action', 'Mystery']",The Bullet Vanishes
"['Mystery', 'Crime']",Private Eye
"['Thriller', 'Crime', 'Mystery']",Midnight FM
['Drama'],The Founding of a Republic
['Drama'],Paradise Found
"['Thriller', 'Drama']",Deadly Virtues: Love. Honour. Obey.
"['War', 'Drama']",Faith of My Fathers
['Thriller'],The Devil's Path
"['Action', 'Drama']",Crows Explode
